Model Type,FS Method,Country,Train Loss,Validation Loss (MSE),Validation MAE,Validation RMSE,Validation MAPE,Num Features Selected,Average Abs SHAP (Train),Message
GRU,Lasso,Albania,0.005095260683447123,1921.3478880781886,43.83318249999866,43.83318249999866,0.13378157842708296,62,0.003310807929334864,Model trained successfully.
GRU,Lasso,Algeria,0.08020782470703125,654991.8172883437,809.3156474999996,809.3156474999996,1.8632848449177735,62,0.0036636038366918027,Model trained successfully.
GRU,Lasso,Angola,0.0013652005000039935,43290.78934574962,208.0643874999987,208.0643874999987,0.9553107580888405,62,0.0038377072394274125,Model trained successfully.
